Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors
Easebuzz,2021,2018,E-commerce,Series A,"$ 40,00,000.00",Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,"Jitendra Gupta, Amrish Rau"
Chingari,2021,2019,Social Media,,"$ 1,30,00,000.00",Bangalore,Chingari operates as a short video platform.,"FJ Labs, Brian Norgard"
DusMinute,2021,2021,Retail,Pre-series A,"$ 11,00,000.00",Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,Indian Angel Network
Onsurity,2021,2019,HealthCare,,,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,"Jitendra Gupta, Harsh Shah"
Karbon Card,2021,2015,FinTech,,$Undisclosed,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,Y Combinator
Factors.AI,2021,2020,SaaS startup,,$ 2000000.00,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers","Elevation Partners, Emergent Ventures"
Elevar,2021,2019,Sports,,$ 2000000.00,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.","Kalaari Capital, Dream Capital"
Studio Sirah,2021,1994,Computer Games,,$ 800000.00,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,Lumikai
OTO Capital,2021,2017,FinTech,,$ 6000000.00,Mumbai,The Future Of Vehicle Ownership!,Matrix Partners India
1Bridge,2021,2016,Consumer Goods,,$ 2500000.00,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",C4D Partners
Skeps,2021,2010,FinTech,,$ 9500000.00,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",Bertelsmann India
Curefoods,2021,2011,Food & Beverages,,$ 13000000.00,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,"Iron Pillar, Nordstar, Binny Bansal"
TartanSense,2021,2020,Information Technology,,$ 5000000.00,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,"FMC, Omnivore, Blume Ventures"
Bewakoof,2021,2020,Apparel & Fashion,,$ 8000000.00,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",InvestCorp
Kirana247,2021,2020,Logistics & Supply Chain,,$ 1000000.00,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,
FanPlay,2021,2012,Computer Games,$ 1200000.00,Upsparks,Computer Games,A real money game app specializing in trivia games,"Pritesh Kumar, Bharat Gupta"
NeoDocs,2021,2013,Healthtech,,$Undisclosed,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,2021,2015,Retail,,$ 200000.00,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,2021,2019,EdTech,,$ 12000000.00,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions","Matrix Partners India, Elevation Capital"
Elda Health,2021,2021,Healthcare,,$ 1500000.00,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Avaana Capital, Orios Ventures"
Sporjo,2021,2020,SportsTech,,$ 2000000.00,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,Punit Balan
Advantage Club,2021,2021,HRTech,,$ 1700000.00,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Y Combinator, Broom Ventures, Kunal Shah"
SuperGaming,2021,2016,Gaming,,$ 5500000.00,Pune,"At SuperGaming, building India's best gaming company.","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
Ruptok,2021,2011,FinTech,,$ 1000000.00,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Eclear Leasing
Curefoods,2021,2019,Food & Beverages,,$ 13000000.00,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,"Iron Pillar, Nordstar, Binny Bansal"
TartanSense,2021,2006,Information Technology,Series A,$ 5000000.00,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,"FMC, Omnivore, Blume Ventures"
Bewakoof,2021,2019,Apparel & Fashion,,$ 8000000.00,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",InvestCorp
Kirana247,2021,2016,Logistics & Supply Chain,Pre-series A,$ 1000000.00,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,
FanPlay,2021,2015,Computer Games,$ 1200000.00,Upsparks,Computer Games,A real money game app specializing in trivia games,"Pritesh Kumar, Bharat Gupta"
NeoDocs,2021,2016,Healthtech,Pre-seed,$Undisclosed,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.","Y Combinator, 9Unicorns, Titan Capital"
IsGoingOnline,2021,2017,Retail,Pre-series A,$ 200000.00,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Camp K12,2021,2019,EdTech,Series A,$ 12000000.00,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions","Matrix Partners India, Elevation Capital"
Elda Health,2021,2017,Healthcare,Seed,$ 1500000.00,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.","Avaana Capital, Orios Ventures"
Sporjo,2021,2019,SportsTech,Pre-series A,$ 2000000.00,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,Punit Balan
Advantage Club,2021,2017,HRTech,,$ 1700000.00,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:","Y Combinator, Broom Ventures, Kunal Shah"
SuperGaming,2021,2018,Gaming,Series A,$ 5500000.00,Pune,"At SuperGaming, building India's best gaming company.","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
Ruptok,2021,2019,FinTech,,$ 1000000.00,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Eclear Leasing
O’ Be Cocktails,2021,2014,Wine & Spirits,,$ 400000.00,Bangalore,India’s first and only Ready to Drink Premium Cocktails.,"First Cheque, Letsventure"
Zetwerk,2021,2016,Mechanical & Industrial Engineering,Series E,$ 150000000.00,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,
AppsForBharat,2021,2016,Spiritual,Seed,$ 4000000.00,Bangalore,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.","Sequoia Capital India, BEENEXT"
Imagimake,2021,2018,Consumer Goods,,$Undisclosed,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",Velocity
Khatabook,2021,2020,Financial Services,Series C,$ 100000000.00,Bangalore,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,"Tribe Capital, Moore Strategic Ventures (MSV)"
Smytten,2021,2000,Consumer Goods,Series A,$ 6000000.00,Gurugram,India's largest premium discovery and trial platform!,Fireside Ventures
Syook,2021,2015,Industrial Automation,Series A,$ 1000000.00,Bangalore,Syook is building the next generation enterprise IOT platform.,"Inflection Point Ventures, ONGC"
Akudo,2021,2019,FinTech,Pre-seed,$Undisclosed,Bangalore,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,"Y Combinator, Incubate Fund India"
NOTO,2021,2019,Consumer Goods,Pre-series A,$ 500000.00,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures"
Lumiq,2021,2019,Information Technology,Seed,$ 2000000.00,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,Info Edge Ventures
CommerceUp,2021,2017,Information Technology,Seed,$Undisclosed,Gurugram,Grow and manage ecommerce business from single dashboard,NB Ventures
Breathe Well-being,2021,2020,Health,Series A,$ 5500000.00,Gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",Accel
Hike,2021,2018,Information Technology,,$Undisclosed,New Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,"Binny Bansal, Kunal Shah"
House of Kieraya,2021,2015,Lifestyle,,$ 15000000.00,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ",TradeCred
goEgoNetwork,2021,2018,Automotive,,$ 2000000.00,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",
Probus,2021,2020,IoT,Bridge,$ 500000.00,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",Unicorn India Ventures
DrinkPrime,2021,2020,Consumer Goods,,$ 1000000.00,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership.,"UC Inclusive Credit, Western Capital"
Smart Express,2021,2020,Logistics,Seed,$ 10000000.00,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,"IIFL India Private Equity Fund, Smiti Holding & Trading Company"
Smallcase,2021,2011,FinTech,Series C,$ 40000000.00,Bangalore,Smallcase is a new way to invest in the stock markets.,Faering Capital
SATYA MicroCapital,2021,2020,Banking,,$ 10000000.00,New Delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,"responsAbility Investments, Blue Orchard"
Snack Amor,2021,2020,Food & Beverages,,$Undisclosed,Mumbai,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.","Sanchit Agarwal, Sujan Sinha, Michael Cooke"
Postman,2021,2007,Computer software,Series D,$ 225000000.00,Bangalore,Postman is the collaboration platform for API development.,"CRV, Nexus Venture Partners"
Hashnode,2021,2020,Computer software,Series A,$ 6700000.00,Bangalore,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge"
RACEnergy,2021,2017,Automotive,Seed+,$ 1300000.00,Hyderabad,RACEnergy is working to power the future of mobility through clean and efficient technologies.,"Micelio Fund, growX ventures"
BharatPe,2021,2019,FinTech,Debt,$ 20000000.00,New Delhi,The vision to make financial inclusion a reality for Indian merchants.,"IIFL Wealth, Asset Management, Northern Arc Capital"
Gyde,2021,2011,Computer software,Seed,$ 250000.00,Pune,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.","Better Capital, Ashish Achrekar"
BatteryPool,2021,2020,Automotive,Seed,$Undisclosed,Pune,Building the Operating System for managing Electric Vehicles in fleets.,IAN
AgNext,2021,2019,AgriTech,Series A,$ 21000000.00,Chandigarh,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",Alpha Wave Incubation
Xpresslane,2021,2020,Tech startup,Pre-seed,$ 400000.00,Bangalore,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.","Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies."
LoanKuber,2021,2020,Digital mortgage,Pre-series A,$ 1200000.00,New Delhi,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,
OYO,2021,2016,Hospitality,Series F2,$ 5000000.00,Gurugram,OYO is a global travel tech company that connects its patrons and guests.,Microsoft
Rapido,2021,2020,Information Technology & Services,,$ 52000000.00,Bangalore,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,"Shell Ventures, Yamaha, Kunal Shah"
YPay,2021,2017,FinTech,,$ 400000.00,Noida,YPay Card is the new way to manage money.,We Founder Circle
SleepyCat,2021,2017,Furniture,,$ 3800000.00,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,"Saama Capital, DSG Consumer Partners, Sharrp Ventures"
Ultrahuman,2021,2000,Healthcare,,$ 17500000.00,Bangalore,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,Tiger Global’s Scott Schleifer
UpScalio,2021,2018,E-commerce,,$ 42000000.00,Gurugram,"UpScalio is India’s next generation, data-driven consumer goods company.",
Yellow Class,2021,2018,EdTech,,$ 6000000.00,Gurugram,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",Elevation Capital
Yojak,2021,2016,B2B marketplace,,$ 3800000.00,Gurugram,India’s first B2B online marketplace for building material.,Info Edge Ventures
CreatorStack,2021,2020,Computer software,,$ 2000000.00,Bangalore,Helping creators globally to engage deeply with their fans and communities,Accel
Expertrons,2021,2000,EdTech,,$ 2300000.00,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels"
Rage Coffee,2021,2018,Food & Beverages,,$ 5000000.00,New Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",Sixth Sense Ventures
Klub,2021,2017,Financial Services,,$ 20000000.00,Bangalore,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,"9Unicorns, Sequoia Capital India’s Surge"
Navia Life Care,2021,2019,Healtcare,,$ 1000000.00,New Delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,"Anicut Angel Fund, 9 Unicorns"
1K Kirana Bazaar,2021,2017,Retail,,$ 7000000.00,Gurugram,India's First and Largest Network of Small-Town Kirana Stores,"Info Edge, FalconEdge"
Zupee,2021,2020,Gaming,,$ 30000000.00,Gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications","WestCap Group, Tomales Bay Capital"
Locale.ai,2021,2016,Location Analytics,,$ 1000000.00,Bangalore,Location Analytics for Companies With Moving Assets and Ground Operations.,"Chiratae Ventures, Better Capital"
VerSe Innovation,2021,2017,Media,,$ 450000000.00,Bangalore,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.","Siguler Guff, Baillie Gifford"
MetroRide,2021,2018,Transportation,,$Undisclosed,Bangalore,"Urban Mobility Affordable, Punctual & Sustainable.",
Miko,2021,2020,Consumer Electronics,,$ 28000000.00,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures"
Whiz League,2021,2016,EdTech,,$ 300000.00,New Delhi,Revolutionizing learning experience that goes beyond academia,ITI Growth Opportunities
Hash,2021,2010,Tobacco,,$ 3500000.00,New Delhi,Hash is a new startup in consumer goods.,Amrac Investment Trust
Unacademy,2021,2018,EdTech,,$Undisclosed,Bangalore,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,Bhavin Turakhia
Log 9 Materials,2021,2015,Deeptech,Series A+,$ 8500000.00,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,Amara Raja Batteries
upGrad,2021,2019,EdTech,,$ 25000000.00,Mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",India Infoline Finance
FlashPrep,2021,2019,EdTech,Pre-seed,$ 500000.00,Bangalore,FlashPrep is the smart way to master learning.,Venture Highway
Kenko Health,2021,2019,Insuretech,Pre-series A,$ 1700000.00,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience","BEENEXT, Orios"
Wiz Freight,2021,2018,Logistics & Supply Chain,Seed,$ 3500000.00,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",Axilor
Credgenics,2021,2019,Financial Services,Series A,$ 25000000.00,New Delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,"Westbridge Capital, Tanglin Venture Partners"
BlueLearn,2021,2020,EdTech,Pre-seed,$ 400000.00,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
NimbleBox.ai,2021,2018,MLOps platform,Seed,$ 1000000.00,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,Venture Catalysts
Pickrr,2021,2020,Logistics & Supply Chain,Series B,$ 12000000.00,Gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,"IIFL, Amicus Capital, Ananta Capital"
Stellaris Venture Partners,2021,2018,Venture Capital,,$ 225000000.00,Bangalore,Early-stage tech VC in India.,
Grip Invest,2021,2020,Financial Services,Series A,$ 3000000.00,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.","Venture Highway, Endiya Partners"
Heads Up For Tails,2021,2020,Pet care,Series A,$ 37000000.00,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish","Verlinvest, Sequoia Capital India"
Blue Tokai Coffee Roasters,2021,2020,Food & Beverages,Pre-series B,$ 2000000.00,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",Anicut Angel Fund
Neeman,2021,2015,Consumer Goods,Series A,$ 2000000.00,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,Sixth Sense Ventures
BharatPe,2021,2018,FinTech,Series E,$ 370000000.00,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",Tiger Global
GoSats,2021,2017,FinTech,Seed,$ 700000.00,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
StockGro,2021,2016,FinTech,Pre-series A,$ 5000000.00,Bangalore,Making Investment Social- India's First Social Trading Platform,"Roots Ventures, Velo Partners"
Onsurity,2021,2018,Healthcare,Series A,$ 16000000.00,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",Nexus Venture Partners
Khabri,2021,2020,Media,Pre-series A,$ 2000000.00,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,
Celcius,2021,2016,Logistics,,$ 500000.00,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,"Mumbai Angels Network, Huddle, Lumis Partners"
AyuRythm,2021,2015,Healthcare,Seed,$Undisclosed,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,SucSEED Indovation Fund
Enguru,2021,2020,EdTech,Pre-series A,$Undisclosed,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
Rocket Skills,2021,2015,EdTech,Pre-seed,$ 200000.00,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,"Better Capital, First Cheque, Titan Capital"
RenewBuy,2021,2020,FinTech,Series C,$ 10000000.00,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",Evolvence Capital
Faarms,2021,2018,AgriTech,Seed,$ 2000000.00,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,
UrbanMatrix Technologies,2021,2020,Drone,,$ 100000.00,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,SARA ELGI
Jupiter,2021,2012,Banking,Series B,$ 44000000.00,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.","Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
Pixuate,2021,2015,Deeptech,Seed,$ 1000000.00,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",SucSEED Indovation Fund
Playo,2021,2020,SportsTech,Pre-series A,$ 500000.00,Bangalore,Playo is a one stop destination app for all things sports,ah! Ventures High Tables
Toothsi,2021,2016,Health,Series B,$ 20000000.00,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,"Eight Roads Ventures, Think Investments, Mankekar Family Office"
Soothe Healthcare,2021,2018,Consumer Goods,Series C,$ 10000000.00,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",A91 Partners
Goodmeetings,2021,2017,Computer software,Series A,$ 1700000.00,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,Chiratae Ventures
Apnaklub,2021,2019,Wholesale,Seed,$ 3500000.00,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,Sequoia’s Surge
ChefKart,2021,2017,Consumer Goods,Pre-seed,$ 300000.00,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.","Lead Angels, Titan Capital, Pravega Ventures"
Fashinza,2021,2015,Apparel & Fashion,Series A,$ 20000000.00,Gurugram,A new-age supply chain and product development platform for the fashion industry.,"Accel Partners, Elevation Capital"
Fabheads,2021,2012,Industrial Automation,Pre-series A,$Undisclosed,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
QuickShift,2021,2014,Logistics & Supply Chain,Seed,$ 770000.00,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support","Anicut Angel Fund, Axilor Ventures"
StackBOX,2021,2019,Logistics & Supply Chain,,$ 1200000.00,Bangalore,DISTRIBUTION SIMPLIFIED,"Ecosystem Ventures, CMM group"
MedPrime Technologies,2021,2011,Healthcare,Seed,$Undisclosed,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.","Mumbai Angels Network, Social Alpha"
infra.market,2021,2020,Construction,Series D,$ 125000000.00,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,Tiger Global
CollegeDekho,2021,2016,E-learning,Series B,$ 35000000.00,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals","Disrupt ADQ, QIC"
BOX8,2021,2019,Food & Beverages,,$ 40000000.00,Mumbai,India's Largest Desi Meals Brand,Tiger Global
Simpl,2021,2018,Consumer Services,Series B,$ 40000000.00,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards","Valar Ventures, IA Ventures"
8i Ventures,2021,2019,Venture Capital & Private Equity,,$ 50000000.00,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,
PayGlocal,2021,2017,Financial Services,Series A,$ 4900000.00,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,Sequoia Capital India
Curefit,2021,2016,"Health, Wellness & Fitness",,$ 145000000.00,Bangalore,Tata Digital-backed Curefit,Zomato
Pocket FM,2021,2016,OTT,Series B,$ 22000000.00,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.","Lightspeed, Times Group, Tanglin Venture Partners"
CHARGE+ZONE,2021,2018,Automotive,,$ 10000000.00,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,Venture Catalysts
PlanetSpark,2021,2014,Education Management,Series B,$ 13000000.00,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
LenDenClub,2021,2015,Financial Services,Series A,$ 10000000.00,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
CometChat,2021,2012,Computer Software,Series A,$ 10000000.00,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",Signal Peak Ventures
AgroStar,2021,2018,AgriTech,Series D,$ 70000000.00,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.","Evolvence, Hero Enterprise"
Bizongo,2021,2019,Information Technology & Services,Series D,$ 100000000.00,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,Tiger Global
Probus Insurance,2021,2016,Insurance,,$ 6700000.00,Mumbai,Probus Insurance is a leading InsurTech platform in India.,BlueOrchard Impact Investment Managers
MoEngage,2021,2015,Software Startup,Series D,$ 30000000.00,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,Steadview Capital
CloudSEK,2021,2018,Computer & Network Security,Series A,$ 7000000.00,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,MassMutual Ventures
Exponent Energy,2021,2015,Automotive,Pre-series A,$ 5000000.00,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,YourNest VC
Trinkerr,2021,2015,Capital Markets,Series A,$ 6600000.00,Bangalore,Trinkerr is India's first social trading platform.,Accel India
Zorro,2021,2018,Social network,Seed,$ 32000000.00,Gurugram,Pseudonymous social network platform,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,2021,2020,Automotive,Series C,$ 150000000.00,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,"TVS Motor, Zoho"
NephroPlus,2021,2019,Hospital & Health Care,Series E,$ 24000000.00,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",IIFL Asset Management
Unremot,2021,2015,Information Technology & Services,Seed,$ 700000.00,Bangalore,Unremot is a personal office for consultants!,Inflection Point Ventures
FanAnywhere,2021,2018,Financial Services,Seed,$Undisclosed,Bangalore,Celebrity NFT platform,"Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,2021,2018,E-learning,,$ 200000.00,Pune,PingoLearn offers language learning courses with snackable videos.,"Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,2021,2018,Music,Seed,$ 1500000.00,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"9Unicorns, Ashneer Grover"
Enmovil,2021,2018,Information Technology & Services,Pre-series A,$ 1300000.00,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,Anicut Angel Fund
ASQI Advisors,2021,2016,Financial Services,Pre-series A,$ 1000000.00,Mumbai,Bringing Blockchain technology intro mainstream finance!,Founders Room Capital
Insurance Samadhan,2021,2013,Insurance,Pre-series A,$ 725000.00,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,"9Unicorns, ZNL"
Evenflow Brands,2021,2020,Consumer Goods,,$ 500000.00,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,
MasterChow,2021,2019,Hauz Khas,Seed,$ 461000.00,Food & Beverages,A ready-to-cook Asian cuisine brand,WEH Ventures
